product_code,name,vendor_code,color,purchase_price,cup_type,price,photo,sizes,stock
K65,"Гамаші під джинс ""Махра зі стразами"" р.48-52",#A431-1,джинс,92.8,,200,,"1, 1",4
K66,"Круті гамаші під джинс ""Махра"" р.46-50",#A431,джинс,92.8,,200,,1,3
K67,"Жіночі гамаші під джинс ""Махра""",#A424,джинс,82.2,,190,,1,3
K71,"Колготки Elizabeth Prestige 40 den Classic, Капучіно, нар. 3, 4, 5",#00316,капучино,26.9,,50,,5,3
K72,"Колготки Elizabeth Prestige 40 den Classic, Бежевий, р.4",#00316,бежевий,26.9,,50,,4,3
K75,Джегінси з кишенями. Код: К75.,#SL30964,"синий, чорний",175,,370,,"с.M/L, ч.S/M, ч.M/L, ч.M/L",6
K78,"Штани жіночі з кишенями. Код: К78. Склад: 85% бамбук, 15% поліамід",#NA467-3,"синий, чорний",119.9,,230,,S/M ч,3
K79,Безшовні джегінси великих розмірів 50-58,#LG1947,джинс,77.8,,180,,"1, 1",4
K80,"Джеггінси зі стразами, р.46-52. Код: К80. Склад: 55% бавовна, 40% поліестер, 5% спандекс",#LG26,джинс,62,,180,,"1, 1, 1",5
K81,"Безшовні джегінси в горошок з простроченням, р.46-52. Код: К81",#LG1960,"джинс, синие расцветки",83.5,,190,,син,3
K82,"Безшовні лосини під джинс із рядком, р.44-50. Код: К82",#LG909,"синий, чорний",63.7,,190,,"син, син, черн, черн",6
K83,"Безшовні однотонні лосини, широкий пояс, р.46-52. Код: К83",#LG726,"синий, чорний",58.8,,170,,"син, син",4
K84,"Жіночі джинси 98% бавовна, розміри: 40-48",#G302-61159,чорний,68.2,,170,,"36, 38",4
K85,"Жіночі панчохи ""Für DICH"" (15 den), нар. 1/2, 3/4. Код: К85",---,"чорний, бежевий",53,,110,,"беж.1/2, беж.3/4, беж.3/4",5
K86,"Упаковка (2 пари) шовковистих шкарпеток з лайкрою ""Інтуїція"" (15 den)",---,бежевий,19.2,,40,,1 упак.,3
K89,Колготки Innamore Cotton 150 den Nero. Код: K89,---,чорний,138,,220,,6,3
K92,Колготки Інтуїція 100 den Nero. Код: K92,---,чорний,92.25,,190,,3,3
K93,"Бежеві шкарпетки мікрофібра 40 den, 2 пари в коробочці",---,бежевий,35.1,,65,,"1, 1, 1, 1, 1, 1",8
K94,"Бежеві шкарпетки ""Браво"" , 2 пари в коробочці",---,бежевий,15.57,,35,,"1, 1, 1, 1, 1, 1, 1, 1",10
K95,"Чорні шкарпетки 15 den , 2 пари в коробочці",---,чорний,20.34,,40,,"1, 1, 1, 1, 1",7
K96,Безшовні теплі лосини з широким поясом. Код: К96,#В826,чорний,63,,150,,"1, 1",4
K99,Жіночі джинси однотонні. Код: К99,#SL3001-2,"чорний, синий",125,,330,,"с.M/L, ч.M/L, с.L/XL, с.XL/2XL",6
K100,Дитячі колготки махрові. Код: К100,---,різні,35.5,,80,,"92-98, 92-98, 104-110, 104-110, 104-110, 116-128, 134-140",9
YT37,"Червоний бюстгальтер triangle ""Base""",#BS-4000,червоний,178,м'яка,400,,70С червоний,1
Б4,Ажурний бюст Diorella у чашці В. Код: Б4,#32116,чорно-білий,56,На тонком,90,,70В чорно-білий,2
Б9,Білий бюстгальтер Diorella у чашці С. Код: Б9,#63091,білий,25,На тонком,180,,80С білий,1
Б17,Бюстгальтер Diorella у чашці 75D. Код: Б17,#33695,чорно-білий,115,На тонком,240,,75D чорно-білий,9
Б18,Бюстгальтер Diorella у чашці F. Код: Б18,#62324,бежевий,123,На тонком,250,,110F бежевий,4
Б22,Бавовняний бюстгальтер Angela у чашці D75,#740,"бежевий, білий",54,м'яка,400,,"75D бежевий, 75D білий",8
Б28,"Бюстгальтер Diorella у чашці DD, білий",#7794,білий,70,м'яка,210,,85DD білий,5
Б32,Бюстик фіолетовий без кісточки. Код: Б32,#3320,фіолетовий,39.5,На тонком,200,,"75А фіолетовий, 80А фіолетовий",1
Б34,Бюстгальтер,#63276E,мікс кольорів,110,На тонком,240,,75E,1
Б40,Чорний корсетний бюстгальтер чашка С. Код: Б40,#12762,чорний,67,На тонком,350,,75С чорний,2
Б44,Бюстгальтер в чашку D кольору шоколаду. Код: Б44,#1267,коричневий,187.35,м'яка,420,,85D коричневий,2
Б51,Чорний бюстгальтер спейсер у чашці D. Код: Б51,#8285,чорний,202.08,м'яка,450,,80D чорний,3
Б52,Ошатний бюст пушап чашка В. Код: Б52,#830,мікс кольорів,105,Пуш-ап,280,,85В,9
Б54,Бюстгальтер,#34256,чорно-білий,93,На тонком,200,,75С чорно-білий,1
Б58,Бюстгальтер,#31805,чорний,30,На тонком,180,,"70С чорний, 80С чорний",6
Б59,Бретельки з камінням,#2026,чорний,8.9,,25,,чорні,1
Б67,"Бюстгальтер з push-up, чашка B, рожевий",#29346,рожевий,50,Пуш-ап,90,,"75В рожевий, 90В рожевий",4
Б68,Бежевий гладкий бюстик із 3D чашками. Код: Б68,#377,бежевий,125.1,м'яка,300,,80В/С бежевий,4
Б70,"Погруддя щільний поролон чашка В, два кольори. Код: Б70",#8203,червоний,120,На плотном,280,,85В червоний,1
Б76,Бюстгальтер в чашку D колір пудри. Код: Б76,#2116,пудра,181,м'яка,450,,100D пудра,4
Б77,"Бюстгальтер Diorella у чашці C, чорний",#32348,чорний,69,На плотном,190,,75С чорний,1
Б78,"Бюстгальтер Diorella у чашці C, білий",#1070,білий,71,м'яка,190,,75С білий,1
Б79,"Бюстгальтер Diorella у чашці C, бордовий",#1070,бордо,71,м'яка,190,,"75С бордо, 80С бордо",6
Б80,"Бюстгальтер Diorella у чашці D, червоний",#1070,червоний,86,м'яка,300,,90D червоний,1
Б81,"Бюстгальтер Diorella у чашці C, чорно-білий",#32675,чорно-білий,74,На тонком,190,,75С чорно-білий,8
Б82,"Бюстгальтер Diorella у чашці C, чорно-золотий",#32181,чорно-бежевий,76,На тонком,330,,75С чорно-бежевий,27
Б85,"Бюстгальтер Diorella у чашці C, білий",#33696,білий,81,На тонком,330,,80С білий,5
Б86,"Бюстгальтер Diorella у чашці D, чорно-білий",#33266,чорно-білий,88,На тонком,220,,75D чорно-білий,4
Б90,"Бюстгальтер Diorella в чашці С, бузковий",#34203,бузковий,102,На тонком,330,,75С бузковий,3
Б96,"Бюстгальтер Diorella у чашці D, блакитний",#63998,блакитний,106,На тонком,320,,75D блакитний,3
Б103,Малиновий ліф зі знімним пуш-апом у чашці А,#7120,малиновий,40,Пуш-ап,90,,75A малиновий,8
Б107,Бежеве погруддя м'яка чашка D. Код: Б107,#90553,бежевий,138.6,м'яка,440,,"80D бежевий, 85D бежевий, 90D бежевий",12
Б112,"Бюстгальтер пуш-ап для відкритого декольте, чашка В. Код: Б112",#2207,білий,142.8,Пуш-ап,420,,85В білий,7
Б116,Бюстик без поролону в чашках С та D. Код: Б116,#2107,чорний,160,м'яка,440,,"90С чорний, 95С чорний",7
Б118,"Чорні бретелі 1,2 см. Код: Б118",#20,чорний,13.86,----,40,,чорні,2
Б119,"Бежеві бретелі 1,5 см. Код: Б119",#1000ш,бежевий,6.62,----,40,,бежеві,3
Б120,Бюстик без поролона чашка білого кольору. Код: Б120,#15771,білий,158.34,м'яка,370,,75В білий,4
Б121,"Бюстгальтер з push-up у чашці B, малиновий",#312,малиновий,43,Пуш-ап,90,,"80В малиновий, 85В малиновий",3
Б122,Зелений бюстгальтер з пуш-апом у чашці В,#7497,зелений,42,Пуш-ап,90,,70В зелений,1
Б123,Зелений бюстгальтер пуш ап у чашці Б,#328,зелений,42,Пуш-ап,90,,80В зелений,3
Б131,"Бюстик відкритої форми чашка С, чорно-бежевий. Код: Б131",#8276,чорно-бежевий,169,На тонком,420,,"80C чорно-бежевий, 85C чорно-бежевий",1
Б134,Бузковий бюст Anfen у чашці 75С. Код: Б134,#919,бузковий,67,На тонком,280,,75С бузковий,3
Б139,Ажурний бюстик пушап чашка B. Код: Б139,#2344,бежевий,148.26,Пуш-ап,420,,85В бежевий,1
Б144,Бюстик без поролону чашка Е сірого кольору. Код: Б144,#2103,темно-сірий,181.24,м'яка,390,,100E темно-сірий,1
Б147,"Рожевий погруддя з атласною стрічкою, пуш-ап чашка B",#2827,рожевий,50,Пуш-ап,90,,"75В рожевий, 80В рожевий",2
Б148,"Погруддя з пуш-ап чашкою A, мереживо зверху чашки",#3863,малиновий,49,Пуш-ап,90,,"75A малиновий, 80A малиновий",2
Б150,"Бюстик пушап чашка, шість кольорів. Код: Б150",#K0488,пудра,134.6,Пуш-ап,370,,"80В пудра, 85В пудра",5
Б152,"Двоколірний погруддя анжеліка з пушап, на чашку А/В. Код: Б152",#X152,молочно-бежевий,138.1,Пуш-ап,350,,85B молочно-бежевий,2
Б153,"Гладкий бюстик чашка E plus, 2 кольори. Код: Б153",#1997-2,бежевий,193.2,На плотном,440,,105E бежевий,1
Б154,"Бюстик на поролоні чашка С, чотири кольори. Код: Б154",#6067,чорно-бежевий,159.57,На тонком,390,,85С чорно-бежевий,1
Б156,"Чорний бюстик з чашками, що дихають, на чашку B. Код: Б156",#017,чорний,138.6,На тонком,320,,"85B чорний, 90B чорний",1
Б166,"Бюстгальтер гладкий зі стрепами, 3-ка, два кольори. Код: Б166",#2284С,білий,124.4,Пуш-ап,370,,"90C білий, 95C білий",1
Б170,Ажурний бюстик чашка D в 2 кольорах. Код: Б170,#8243,бежевий,181,На тонком,430,,80D бежевий,1
Б174,Гладкий молочний бюстик на коректорі. Код: Б174,#9709,молочний,155.25,Пуш-ап,370,,85B молочний,3
Б183,"Контейнер для прання бюстгальтерів Bra Baby (Бра Бейбі, Бра Бебі)",#439,рожевий,43,---,110,,рожевий,1
Б184,Мішечок чохол контейнер для прання нижньої білизни,,мікс кольорів,40,---,100,,1,1
Б185,"Бюстик на чашку з невеликим пушап, два кольори. Код: Б185",#72108,"чорно-бежевий, білий",147,Пуш-ап,390,,"80B чорно-бежевий, 75B білий, 80B білий, 85B білий",1
Б207,Бюстгальтер тонкий поролон 3-ка. Код: Б207,#7777,бежевий,49,На тонком,190,,85С бежевий,1
Б236,Гладкий бюстик у чашці С. Код: Б236,#8431,бордо,87,На плотном,290,,80С бордо,3
Б240,"Ажурне погруддя з гелевим пушком, чашка С. Код: Б240",#В15,чорний,50,Пуш-ап,190,,85C чорний,2
Б250,"Гладкий бюстгальтер пуш-ап чашка, пудра. Код: Б250",#8194,пудра,90,Пуш-ап,320,,80В пудра,1
Б263,Бюстик тонкий поролон чашка C. Код: Б263,#6025,чорно-бежевий,90,На тонком,420,,75С чорно-бежевий,3
Б264,"Бюстик тонкий поролон без кісточок, чашка В. Код: Б264",#8198,червоний,100,На тонком,320,,85В червоний,2
Б265,"Бюстик без поролону чашка, бордо. Код: Б265",#12755-1,бордо,100,м'яка,350,,75C бордо,3
Б280,"Бежевий бюстгальтер із коректором, чашка В. Код: Б280",#729,бежевий,67,Пуш-ап,290,,85В бежевий,1
Б286,Бюстик у чашці У гель пушап. Код: Б286,#B900,сливовий,86,Пуш-ап,330,,85B сливовий,6
Б287,Бюстик пудра великий пуш-ап чашка В. Код: Б287,#5853,"пудра, червоний",120,Пуш-ап,320,,"85B пудра, 85B червоний",5
Б288,"Бюстик у формі квітки, чашка С, три кольори. Код: Б288",#8487,"бордо, пудра",70,На тонком,320,,"75C бордо, 80C пудра, 85C пудра, 90C пудра",4
Б289,"Бюстик балконет чашка, три кольори. Код: Б289",#992,"білий, пудра",106,На тонком,380,,"75B білий, 80B білий, 85B білий, 85B пудра",2
Б290,"Білий мереживний бралетт M, L, XL. Код: Б290",#8075,білий,100,На тонком,320,,"M білий, L білий, XL білий",3
Б304,Чорний бюстик без поролону на чашку D. Код: Б304,#2193,чорний,160,На тонком,370,,90D чорний,1
Б316,Бюстгальтер чашка В. Код: Б316,#1747,синій,109,Пуш-ап,310,,"80B синій, 85B синій",3
Б321,Бюстики у чашці А без пуша. Код: Б321,"#6237, 6252",персиковий,60,На тонком,210,,70А персиковий,2
Б340,"Бралет кольору бордо на кісточці, M, L, XL. Код: Б340",#1767,бордо,93,м'яка,350,,L бордо,1
Б343,Чорний бюстик без поролону на чашку С. Код: Б343,#3-470С,чорний,91.4,м'яка,280,,80С чорний,1
Б346,Бюстик на чашку фуксію кольору D. Код: Б346,#6081-1,фуксія,100,На тонком,380,,"90D фуксія, 100D фуксія",1
Б351,Шикарний бюст на пушап коректорі чашка В. Код: Б351,#18060,червоний,156.94,Пуш-ап,420,,"80B червоний, 85B червоний",1
Б352,"Бюстик у чашці G, два кольори. Код: Б352",#2036,"чорний, темно-сірий",210,м'яка,440,,"105G чорний, 105G сірий, с.110G сірий",4
Б353,Бюстик пушап чашка У 2х кольорах. Код: Б353,#6316,"чорно-бежевий, білий",177.7,Пуш-ап,420,,"80B чорно-бежевий, 85B чорно-бежевий, 75B білий, 80B білий",1
Б360,Бежевий бюстгальтер чашка D. Код: Б360,#107,бежевий,212.1,На тонком,440,,"85D бежевий, 90D бежевий, 105D бежевий",2
Б361,"Шикарний бюст для пишних грудей, чашка D. Код: Б361",#378л,"чорно-бежевий, молочний",210,На тонком,450,,"90D чорно-бежевий, 100D чорно-бежевий, 90D молочний, 95D молочний, 100D молочний",3
Б362,"Бюстгальтер спейсер чашка Е, два кольори. Код: Б362",#8217,"молочний, чорний",212.5,м'яка,460,,"100Е молочний, 110Е молочний, 110Е чорний",1
Б363,"Пушап бюстик-анжеліка на чашку, два кольори B. Код: Б363",#8072,"молочний, чорний",151.2,Пуш-ап,380,,"80B молочний, 85B молочний, 80B чорний",4
Б365,Чорно-леопардовий бюстик на чашку D. Код: Б365,#80002,леопард,289.1,На тонкому,580,,95D леопард,2
Б369,"Бюстик без поролону у чашках С та D, 3 кольори. Код: Б369",#356,червоний,230,м'яка,460,,75D червоний,2
Б373,Чорно-бежевий пушап бюстик чашка В. Код: Б373,#2362,чорно-бежевий,163.8,Пуш-ап,420,,"75В чорно-бежевий, 80В чорно-бежевий",3
Б374,Білий бюстик на поролоні чашка С. Код: Б374,#2375,білий,147,Поролон,420,,80С білий,1
Б375,Білий бюстик на поролоні чашка С. Код: Б375,#7240,білий,132.3,Поролон,420,,75С білий,1
Б376,Бежевий гладкий бюстик чашка С. Код: Б376,#7259,бежевий,161.7,Поролон,420,,"90С бежевий, 95С бежевий",1
Б379,"Розкішний бюстик чашка В, 4 кольори. Код: Б379",#18803,червоний,142.8,Поролон,420,,80В червоний,6
Б384,"Бюстик без кісточок чашка, два кольори. Код: Б384",#2226,"молочний, чорний",168.08,Поролон,380,,"85В молочний, 85В чорний",8
Б385,"Бюстик з пушапом чашка В, два кольори. Код: Б385",#6102,білий,155.63,Пуш-ап,420,,85В білий,5
Б387,Білий бюстик чашка поролон. Код: Б387,#6020,білий,149.4,Поролон,420,,85В білий,2
Б388,Білий бюстик Кубок з невеликим коректором. Код: Б388,#2321,білий,171,Пуш-ап,420,,75C білий,4
Б389,Бюстик у чашці B без поролону. Код: Б389,#2372,"бежевий, молочний,чорний",157,м'яка,430,,"85В бежевий, 85В молочний, 90В чорний",7
Б389,Бюстик у чашці C без поролону. Код: Б389,#2372-1,"бежевий, молочний,чорний",157,м'яка,430,,"90С бежевий, 95С бежевий, 85С молочний, 85С чорний, 90С чорний, 95С чорний",4
Б389,Бюстик у чашці D без поролону. Код: Б389,#2372-2,бежевий,157,м'яка,430,,80D бежевий,1
