product_code	name	vendor_code	color	purchase_price	cup_type	price	photo	sizes	stock
A20	Трусики еротичні "Лілія", різні кольори. Код: А20		різні кольори	80		210	Нет фото	розовий, бордо, білий	3
A69	Еротичний набір бордо, S, M, L, XL. Код: А69	#27/13	бордо	285		699	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/51-100/A69_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/51-100/A69_1.jpg	L/XL бордо	1
A166	Сексуальний комплект з вишивкою, S. Код: А166		мікс кольорів	412		980	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/166_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/166_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/166_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/166_3.jpg	S	1
A170	Еротичний комплект кольору ізумруд, L. Код: А170		зелений	240		700	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/170_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/170_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/170_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/170_3.jpg	L	1
A183	Еротичний комплект у сітку. Код: А183	#9046-1, 9046-2	чорний, червоний	112.24		350	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/183_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/183_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/183_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/183_3.jpg	чорний, червоний	2
A195	Червоні еротичні колготки з доступом. Код: А195	#5024	червоний	118.82		250	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/195_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/195_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/195_2.jpg	червоний	1
A206	Боді сітка на тіло. Код: А206090	#8836	чорний	153.07		320	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_3.jpg	чорний	1
A206	Боді на тіло. Код: А206306	# W306	чорний	153.07		320	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_3.jpg	чорний	1
A206	Боді на тіло еротичне. Код: А206829	# W829	чорний	153.07		320	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/206_1507_3.jpg	чорний	1
A208	Трусики еротичні з доступом. Код: А208	#6030-1,6030-4	розовий	42.86		100	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/208_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/208_1.jpg	розовий	1
A212	Еротичний набір. Код: А212	#3030-1, 3030-2	червоний	224.48		520	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_5.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/212_6.jpg	червоний	1
A213	Комплект еротичний L. Код: А213	#1718-2, 1718-3	червоний	196.42		390	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/213_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/213_1.jpg	L червоний	1
A214	Еротичні трусики з бусинами. Код: А214	#3991-1, 3991-2	чорний, червоний	47.14		180	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/214_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/214_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/214_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/214_3.jpg	чорний, червоний	2
A217	Чоловічі стрінги із вирізом. Код: А217	#1206-4, 1206-6	чорний, червоний	33.11		85	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/217_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/217_1.jpg	чорний, червоний	2
К104	Панчохи еротичні. Код: К104	#2127	чорний	132		250	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/K104.jpg	чорний	1
К106	Панчохи еротичні. Код: К106	#2078	чорно-червоний	182		300	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/K106.jpg	чорно-червоний	1
К109	Панчохи еротичні. Код: К109	#2025	білий	132		250	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/K109.jpg	білий	1
К110	Панчохи еротичні. Код: К110	#2014	червоний	145		290	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/K110.jpg	червоний	1
К114	Панчохи еротичні. Код: К114	#2154	чорний	180		340	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/114.jpg	чорний	1
К115	Панчохи еротичні. Код: К115	#2115	чорний	130		270	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/115.jpg	чорний	1
К116	Панчохи еротичні. Код: К116	#2132	чорний, червоний	180		360	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/116.jpg	чорний, червоний	2
К117	Чулки еротичні. Код: К117	#2015	чорно-червоний	145		290	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/117.jpg	чорно-червоний	1
К124	Чулки еротичні. Код: К124	#2072	чорний, червоний	180		360	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/K124.jpg	чорний, червоний	2
К125	Чулки еротичні. Код: К125	#4185	чорний	160		320	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/10 - chulki/K125.jpg	чорний	1
A156	Настільна гра "Ті + Я" для двох 18+. Код: А156			400		420	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/156_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/156_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/156_2.jpg	1 шт	1
A158	Мотузка для BDSM ігор 10 метрів. Код: А158		чорний	170		170	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/158.jpg	1 шт	1
A159	Пестіси (наліпки на грудях) чорні. Код: А159		чорний	15		60	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/159_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/159_1.jpg	1 пара	1
A162	Паддл чорно-червоний для BDSM ігор. Код: А162	#5413	чорний	121.5		280	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/162.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/162_12.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/162_13.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/162_6.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/162_7.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/162_8.jpg	XOXO, Slave	2
A173	Чоловіча шляпа циліндр високий. Код: А173	#15-230-L	чорний	345		400	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/173_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/173_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/173_3.jpg	1 шт	1
A174	Жіноча карнавальна маска "Леді Х". Код: А174	#16-372	чорний	65		120	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/174.jpg	1 шт	1
A175	Чоловіча карнавальна маска "Містер Х". Код: А175	#13-632	чорний	85		120	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/175.jpg	1 шт	1
A176	Брошка-шпилька "Кармен" 20 см. Код: А176	#19-874	червоний	225		300	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/176.jpg	1 шт	1
A178	Кляп. Код: А178	#5425-1	чорно-червоний	123.46		250	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/178_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/178_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/178_2.jpg	1 шт	1
A181	Свічі низькотемпературні. Код: А181	#5510	мікс кольорів	139.15		270	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/181_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/181_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/181_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/181_3.jpg	1 набір	1
A182	Наручники для рольових ігор. Код: А182	#5404-1, 5404-2	чорний	87.7		220	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/182_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/182_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/182_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/182_3.jpg	чорні	1
A189	Чокер на шию. Код: А189		чорний	142		300	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/189_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/189_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/189_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/189_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/189_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/189_5.jpg	з шипами, із тканини	2
A191	Брелок на ключі BDSM логотип триксель. Код: А191		чорний	79		120	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/191.jpg	1 шт	1
A192	Шестигранний кубик Пози для дорослих ігор. Код: А192	#0917, 0918	білий	18.5		40	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/192_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/192_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/192_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/192_3.jpg	білий, неон	2
A194	Маска кішки на регульованій резинці. Код: А194	#4101	чорний, бордо	164.08		280	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/194_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/194_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/194_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/194_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/194_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/194_5.jpg	бордо, чорний	2
A196	BDSM маски на очі. Код: А196	#5401	чорний	44.53		100	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/196.jpg	1 шт	1
A198	Флогер (батіг) для дорослих ігор. Код: А198	#5414	чорно-червоний	101.84		250	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/198.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/198_5.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/198_6.jpg	1 шт	1
A199	БДСМ затискачі для сосків. Код: А199	#5409	чорний	28.29		75	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_5.jpg	1 пара	1
A199	БДСМ затискачі для сосків на ціпку. Код: А199	#5411	чорний	36.78		75	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/199_5.jpg	1 пара	1
A201	Розкішна жіноча маска Кішка у стразах. Код: А201		золотий	110		340	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/201_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/201_1.jpg	золота	1
A205	Повідець (ошийник) для BDSM ігор. Код: А205	#4103	чорний	79.21		170	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/205.jpg	1 шт	1
A207	BDSM кляп. Код: А207	#5402	чорний	47.31		140	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/207_0.jpg	1 шт	1
A220	Бондажна стрічка для BDSM ігор. Код: А220	#5407	чорний	71.86		150	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/201-250/220.jpg	1 шт	1
Т1	Трусики від комплектів Код: Т1		різні	60		140	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/trusy/Т1_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/trusy/Т1_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/trusy/Т1_5.jpg	7020, 2091, 7148	15
A177	Жіночі новорічні трусики різні. Код: А177		різні	66		130	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_10.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_4.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_5.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_6.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_7.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_8.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/6 - erotic/151-200/177_9.jpg	1, 1, 1, 1, 1, 1, 1, 1, 1	0
Т2	Трусики бікіні Coeur Joie, S, M, L. Код: Т2	9986	черн,бел	64.8		160	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/2_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/2_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/2_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/2_3.jpg	б.XL, ч.S, ч.M	15
Т3	Безшовні трусики мікрофібр з V-подібною талією. Код: Т3	РД171	мол,малин,карамель	55.3		120	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/3_20.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/3_21.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/3_22.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/3_23.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т3.png, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т3_1.jpg	мол.XL, мал.S, мал.XL, мал.XL, кар.L, кар.XL	18
Т6	Набір стрінгів із 3 шт.	44757	серо-розовая клетка, белые, серо-цветастые	19.97		50	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т6_1.jpg	S, L	14
Т7	Набір стрінгів із 3 шт.	44758	бирюзово-полосатые, в горошек, однотонные	19.1		50	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т7_1.jpg	S, XL, M, M	16
Т8	Боксери чоловічі GUCCI, L, XL, 2XL. Код: Т8	C-9023 GUCCI	різні	97.39		220	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/8_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/8_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/Т8.jpg	L, XL, XL, XL, L, L, L, L, XL, XL, XL	23
Т9	Трусики бікіні Coeur Joie, S, M, L. Код: Т9	2069	бордо	57.02		160	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/9_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/9_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/9_2.jpg	бор.S, бор.S, бор.M, бор.M, бор.L, бор.L	18
Т10	Трусики бікіні Coeur Joie, S, M, L. Код: Т10	1907	борд,мол,пудра	47.42		180	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/10_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/10_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/10_4.jpg	бор.S, бор.S, бор.L, мол.S, мол.S, мол.M, мол.M, мол.L, мол.L, пу.S, пу.S, пу.M, пу.M, пу.L, пу.L	27
Т11	Трусики у стилі Victoria's Secret, M, L, XL. Код: Т11	2082, 1232	чер,бел,марс,молоч	81		250	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/11_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/11_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/11_8.jpg	салат.M, салат.XL	14
Т16	Чорні трусики ХL, 2XL, 3XL. Код: Т16	#5189	чорний	50.31		120	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/16_20.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/16_21.jpg	XL	13
Т18	Сексуальні бікіні трусики, M, L, XL. Код: Т18	В116	червоний, черн	77		180	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/18_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/18_1.jpg	к.XL	13
Т24	Трусики жіночі різні кольори, 2XL, 3XL, 4XL. Код: Т24	8817	різні	36		90	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/24_0.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/24_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/24_2.jpg	син.4XL, чер.3XL	14
Т26	Пантолони жіночі чорні. Код: Т26	230	чорні	55		95	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/trusiki/Т26_5.jpg	3XL	13
Т27	Чорні прозорі стрінги, р.42-44. Код: Т27	4630	чорні	41		95	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/27_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/27_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/27_3.jpg	42-44	13
Т28	Білі трусики XL, 2XL, 3XL. Код: Т28	66075	білі	24		95	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/28_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/28_2.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/28_3.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/28_4.jpg	3XL	13
Т29	Трусики з мереживними вставками 4XL. Код: Т29	63990	білі	35.3		75	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т29.png, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т29_1.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/panties/Т29_2.jpg	4XL	13
Т30	Боді зі стрінгами з корекцією. Код: Т30	Ф100	беж, черн	119.35		280	https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/30_5.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/30_6.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/30_7.jpg, https://raw.githubusercontent.com/Richy5959/lastochka_phono/main/catalog_photos/data/3 - panties/Т1-50/30_8.jpg	ч.M, ч.L, ч.XL	15
